District,School,Grade,Year,Value
CLOVIS,YUCCA MIDDLE,D,2016-2017,2
CLOVIS,ZIA ELEMENTARY,A,2016-2017,5
CLOVIS,ARTS ACADEMY AT BELLA VISTA,A,2017-2018,5
CLOVIS,BARRY ELEMENTARY,C,2017-2018,3
CLOVIS,CAMEO ELEMENTARY,D,2017-2018,2
CLOVIS,CLOVIS HIGH,B,2017-2018,4
CLOVIS,CLOVIS HS FRESHMAN ACADEMY,A,2017-2018,5
CLOVIS,HIGHLAND ELEMENTARY,D,2017-2018,2
CLOVIS,JAMES BICKLEY ELEMENTARY,C,2017-2018,3
CLOVIS,LA CASITA ELEMENTARY,C,2017-2018,3
CLOVIS,LOCKWOOD ELEMENTARY,D,2017-2018,2
CLOVIS,MARSHALL MIDDLE,C,2017-2018,3
CLOVIS,MESA ELEMENTARY,A,2017-2018,5
CLOVIS,PARKVIEW ELEMENTARY,D,2017-2018,2
CLOVIS,SANDIA ELEMENTARY,B,2017-2018,4
CLOVIS,W D GATTIS MIDDLE SCHOOL,F,2017-2018,1
CLOVIS,YUCCA MIDDLE,D,2017-2018,2
CLOVIS,ZIA ELEMENTARY,B,2017-2018,4
CLOVIS ,ARTS ACADEMY AT BELLA VISTA,D,2012-2013,2
CLOVIS ,BARRY ELEMENTARY,C,2012-2013,3
CLOVIS ,CAMEO ELEMENTARY,C,2012-2013,3
CLOVIS ,CLOVIS HIGH,B,2012-2013,4
CLOVIS ,CLOVIS HS FRESHMAN ACADEMY,B,2012-2013,4
CLOVIS ,HIGHLAND ELEMENTARY,C,2012-2013,3
CLOVIS ,JAMES BICKLEY ELEMENTARY,D,2012-2013,2
CLOVIS ,LA CASITA ELEMENTARY,D,2012-2013,2
CLOVIS ,LINCOLN JACKSON ARTS,NA,2012-2013,NA
CLOVIS ,LOCKWOOD ELEMENTARY,D,2012-2013,2
CLOVIS ,LOS NINOS,NA,2012-2013,NA
CLOVIS ,MARSHALL MIDDLE,B,2012-2013,4
CLOVIS ,MESA ELEMENTARY,B,2012-2013,4
CLOVIS ,PARKVIEW ELEMENTARY,D,2012-2013,2
CLOVIS ,RANCHVALE ELEMENTARY,C,2012-2013,3
CLOVIS ,SANDIA ELEMENTARY,B,2012-2013,4
CLOVIS ,YUCCA MIDDLE,C,2012-2013,3
CLOVIS ,ZIA ELEMENTARY,B,2012-2013,4
CLOVIS ,ARTS ACADEMY AT BELLA VISTA,D,2013-2014,2
CLOVIS ,BARRY ELEMENTARY,B,2013-2014,4
CLOVIS ,CAMEO ELEMENTARY,D,2013-2014,2
CLOVIS ,CLOVIS HIGH,B,2013-2014,4
CLOVIS ,CLOVIS HS FRESHMAN ACADEMY,C,2013-2014,3
CLOVIS ,HIGHLAND ELEMENTARY,D,2013-2014,2
CLOVIS ,JAMES BICKLEY ELEMENTARY,D,2013-2014,2
CLOVIS ,LA CASITA ELEMENTARY,D,2013-2014,2
CLOVIS ,LINCOLN JACKSON ARTS,NA,2013-2014,NA
CLOVIS ,LOCKWOOD ELEMENTARY,F,2013-2014,1
CLOVIS ,LOS NINOS,NA,2013-2014,NA
CLOVIS ,MARSHALL MIDDLE,B,2013-2014,4
CLOVIS ,MESA ELEMENTARY,B,2013-2014,4
CLOVIS ,PARKVIEW ELEMENTARY,C,2013-2014,3
CLOVIS ,RANCHVALE ELEMENTARY,B,2013-2014,4
CLOVIS ,SANDIA ELEMENTARY,B,2013-2014,4
CLOVIS ,WD GATTIS MIDDLE SCHOOL,B,2013-2014,4
CLOVIS ,YUCCA MIDDLE,D,2013-2014,2
CLOVIS ,ZIA ELEMENTARY,B,2013-2014,4
CLOVIS ,ARTS ACADEMY AT BELLA VISTA,C,2014-2015,3
CLOVIS ,BARRY ELEMENTARY,A,2014-2015,5
CLOVIS ,CAMEO ELEMENTARY,F,2014-2015,1
CLOVIS ,CLOVIS HIGH,D,2014-2015,2
CLOVIS ,CLOVIS HS FRESHMAN ACADEMY,B,2014-2015,4
CLOVIS ,HIGHLAND ELEMENTARY,B,2014-2015,4
CLOVIS ,JAMES BICKLEY ELEMENTARY,C,2014-2015,3
CLOVIS ,LA CASITA ELEMENTARY,B,2014-2015,4
CLOVIS ,LINCOLN JACKSON ARTS,NA,2014-2015,NA
CLOVIS ,LOCKWOOD ELEMENTARY,C,2014-2015,3
CLOVIS ,LOS NINOS,NA,2014-2015,NA
CLOVIS ,MARSHALL MIDDLE,C,2014-2015,3
CLOVIS ,MESA ELEMENTARY,A,2014-2015,5
CLOVIS ,PARKVIEW ELEMENTARY,F,2014-2015,1
CLOVIS ,RANCHVALE ELEMENTARY,A,2014-2015,5
CLOVIS ,SANDIA ELEMENTARY,A,2014-2015,5
CLOVIS ,WD GATTIS MIDDLE SCHOOL,A,2014-2015,5
CLOVIS ,YUCCA MIDDLE,B,2014-2015,4
CLOVIS ,ZIA ELEMENTARY,A,2014-2015,5
CLOVIS ,ARTS ACADEMY AT BELLA VISTA,B,2015-2016,4
CLOVIS ,BARRY ELEMENTARY,C,2015-2016,3
CLOVIS ,CAMEO ELEMENTARY,D,2015-2016,2
CLOVIS ,CLOVIS HIGH,C,2015-2016,3
CLOVIS ,CLOVIS HS FRESHMAN ACADEMY,C,2015-2016,3
CLOVIS ,HIGHLAND ELEMENTARY,D,2015-2016,2
CLOVIS ,JAMES BICKLEY ELEMENTARY,B,2015-2016,4
CLOVIS ,LA CASITA ELEMENTARY,D,2015-2016,2
CLOVIS ,LINCOLN JACKSON ARTS,NA,2015-2016,NA
CLOVIS ,LOCKWOOD ELEMENTARY,C,2015-2016,3
CLOVIS ,LOS NINOS,NA,2015-2016,NA
CLOVIS ,MARSHALL MIDDLE,B,2015-2016,4
CLOVIS ,MESA ELEMENTARY,A,2015-2016,5
CLOVIS ,PARKVIEW ELEMENTARY,D,2015-2016,2
CLOVIS ,RANCHVALE ELEMENTARY,A,2015-2016,5
CLOVIS ,SANDIA ELEMENTARY,D,2015-2016,2
CLOVIS ,WD GATTIS MIDDLE SCHOOL,B,2015-2016,4
CLOVIS ,YUCCA MIDDLE,D,2015-2016,2
CLOVIS ,ZIA ELEMENTARY,B,2015-2016,4
COBRE,BAYARD ELEMENTARY,D,2016-2017,2
COBRE,CENTRAL ELEMENTARY,B,2016-2017,4
COBRE,COBRE HIGH,C,2016-2017,3
COBRE,HURLEY ELEMENTARY,C,2016-2017,3
COBRE,SAN LORENZO ELEMENTARY,A,2016-2017,5
COBRE,SNELL MIDDLE,C,2016-2017,3
COBRE,BAYARD ELEMENTARY,D,2017-2018,2
COBRE,CENTRAL ELEMENTARY,B,2017-2018,4
COBRE,COBRE HIGH,C,2017-2018,3
COBRE,HURLEY ELEMENTARY,C,2017-2018,3
COBRE,SAN LORENZO ELEMENTARY,A,2017-2018,5
COBRE,SNELL MIDDLE,C,2017-2018,3
COBRE ,BAYARD ELEMENTARY,D,2012-2013,2
COBRE ,CENTRAL ELEMENTARY,D,2012-2013,2
COBRE ,COBRE HIGH,A,2012-2013,5
COBRE ,HURLEY ELEMENTARY,D,2012-2013,2
COBRE ,SAN LORENZO ELEMENTARY,C,2012-2013,3
COBRE ,SNELL MIDDLE,C,2012-2013,3
COBRE ,BAYARD ELEMENTARY,F,2013-2014,1
COBRE ,CENTRAL ELEMENTARY,D,2013-2014,2
COBRE ,COBRE HIGH,A,2013-2014,5
COBRE ,HURLEY ELEMENTARY,D,2013-2014,2
COBRE ,SAN LORENZO ELEMENTARY,B,2013-2014,4
COBRE ,SNELL MIDDLE,F,2013-2014,1
COBRE ,BAYARD ELEMENTARY,C,2014-2015,3
COBRE ,CENTRAL ELEMENTARY,C,2014-2015,3
COBRE ,COBRE HIGH,D,2014-2015,2
COBRE ,HURLEY ELEMENTARY,D,2014-2015,2
COBRE ,SAN LORENZO ELEMENTARY,A,2014-2015,5
COBRE ,SNELL MIDDLE,C,2014-2015,3
COBRE ,BAYARD ELEMENTARY,D,2015-2016,2
COBRE ,CENTRAL ELEMENTARY,F,2015-2016,1
COBRE ,COBRE HIGH,C,2015-2016,3
COBRE ,HURLEY ELEMENTARY,D,2015-2016,2
COBRE ,SAN LORENZO ELEMENTARY,A,2015-2016,5
COBRE ,SNELL MIDDLE,D,2015-2016,2
CORAL COMMUNITY CHARTER,CORAL COMMUNITY CHARTER,C,2012-2013,3
CORAL COMMUNITY CHARTER,CORAL COMMUNITY CHARTER,D,2013-2014,2
CORAL COMMUNITY CHARTER,CORAL COMMUNITY CHARTER,B,2014-2015,4
CORAL COMMUNITY CHARTER,CORAL COMMUNITY CHARTER,D,2015-2016,2
CORAL COMMUNITY CHARTER,CORAL COMMUNITY CHARTER,B,2016-2017,4
CORAL COMMUNITY CHARTER,CORAL COMMUNITY CHARTER,A,2017-2018,5
CORONA,CORONA ELEMENTARY,B,2016-2017,4
CORONA,CORONA HIGH,A,2016-2017,5
CORONA,CORONA ELEMENTARY,A,2017-2018,5
CORONA,CORONA HIGH,B,2017-2018,4
CORONA ,CORONA ELEMENTARY,D,2012-2013,2
CORONA ,CORONA HIGH,A,2012-2013,5
CORONA ,CORONA ELEMENTARY,B,2013-2014,4
CORONA ,CORONA HIGH,A,2013-2014,5
CORONA ,CORONA ELEMENTARY,A,2014-2015,5
CORONA ,CORONA HIGH,B,2014-2015,4
CORONA ,CORONA ELEMENTARY,A,2015-2016,5
CORONA ,CORONA HIGH,A,2015-2016,5
COTTONWOOD CLASSICAL PREP,COTTONWOOD CLASSICAL PREP,A,2012-2013,5
COTTONWOOD CLASSICAL PREP,COTTONWOOD CLASSICAL PREP,A,2013-2014,5
COTTONWOOD CLASSICAL PREP,COTTONWOOD CLASSICAL PREP,A,2014-2015,5
COTTONWOOD CLASSICAL PREP,COTTONWOOD CLASSICAL PREP,B,2015-2016,4
COTTONWOOD CLASSICAL PREP,COTTONWOOD CLASSICAL PREP,A,2016-2017,5
COTTONWOOD CLASSICAL PREP,COTTONWOOD CLASSICAL PREP,A,2017-2018,5
CREATIVE ED PREP #1,CREATIVE ED PREP #1,B,2012-2013,4
CREATIVE ED PREP #1,CREATIVE ED PREP #1,C,2013-2014,3
CREATIVE ED PREP #1,CREATIVE ED PREP #1,C,2014-2015,3
CREATIVE ED PREP #1,CREATIVE ED PREP #1,D,2015-2016,2
CUBA,CUBA ELEMENTARY,D,2016-2017,2
CUBA,CUBA HIGH,D,2016-2017,2
CUBA,CUBA MIDDLE,D,2016-2017,2
CUBA,CUBA ELEMENTARY,F,2017-2018,1
CUBA,CUBA HIGH,C,2017-2018,3
CUBA,CUBA MIDDLE,D,2017-2018,2
CUBA ,CUBA ELEMENTARY,D,2012-2013,2
CUBA ,CUBA HIGH,B,2012-2013,4
CUBA ,CUBA MIDDLE,D,2012-2013,2
CUBA ,CUBA ELEMENTARY,D,2013-2014,2
CUBA ,CUBA HIGH,D,2013-2014,2
CUBA ,CUBA MIDDLE,D,2013-2014,2
CUBA ,CUBA ELEMENTARY,F,2014-2015,1
CUBA ,CUBA HIGH,C,2014-2015,3
CUBA ,CUBA MIDDLE,F,2014-2015,1
CUBA ,CUBA ELEMENTARY,C,2015-2016,3
CUBA ,CUBA HIGH,B,2015-2016,4
CUBA ,CUBA MIDDLE,C,2015-2016,3
DEAP,DEAP,B,2016-2017,4
DEAP,DEAP,B,2017-2018,4
DEMING,BATAAN ELEMENTARY,B,2016-2017,4
DEMING,BELL ELEMENTARY,F,2016-2017,1
DEMING,CHAPARRAL ELEMENTARY,D,2016-2017,2
DEMING,COLUMBUS ELEMENTARY,B,2016-2017,4
DEMING,DEMING CESAR CHAVEZ,F,2016-2017,1
DEMING,DEMING HIGH,D,2016-2017,2
DEMING,DEMING INTERMEDIATE,D,2016-2017,2
DEMING,MEMORIAL ELEMENTARY,D,2016-2017,2
DEMING,RED MOUNTAIN MIDDLE,D,2016-2017,2
DEMING,RUBEN S. TORRES ELEMENTARY,C,2016-2017,3
DEMING,BATAAN ELEMENTARY,B,2017-2018,4
DEMING,BELL ELEMENTARY,D,2017-2018,2
DEMING,CHAPARRAL ELEMENTARY,D,2017-2018,2
DEMING,COLUMBUS ELEMENTARY,C,2017-2018,3
DEMING,DEMING CESAR CHAVEZ,C,2017-2018,3
DEMING,DEMING HIGH,C,2017-2018,3
DEMING,DEMING INTERMEDIATE,D,2017-2018,2
DEMING,MEMORIAL ELEMENTARY,D,2017-2018,2
DEMING,MIMBRES VALLEY ALTERNATIVE SCHOOL,C,2017-2018,3
DEMING,RED MOUNTAIN MIDDLE,D,2017-2018,2
DEMING,RUBEN S. TORRES ELEMENTARY,D,2017-2018,2
DEMING ,BATAAN ELEMENTARY,F,2012-2013,1
DEMING ,BELL ELEMENTARY,F,2012-2013,1
DEMING ,CHAPARRAL ELEMENTARY,D,2012-2013,2
DEMING ,COLUMBUS ELEMENTARY,F,2012-2013,1
DEMING ,DEMING CESAR CHAVEZ,C,2012-2013,3
DEMING ,DEMING HIGH,B,2012-2013,4
DEMING ,DEMING INTERMEDIATE,C,2012-2013,3
DEMING ,MEMORIAL ELEMENTARY,D,2012-2013,2
DEMING ,MY LITTLE SCHOOL,NA,2012-2013,NA
DEMING ,RED MOUNTAIN MIDDLE,C,2012-2013,3
DEMING ,RUBEN S. TORRES ELEMENTARY,F,2012-2013,1
DEMING ,BATAAN ELEMENTARY,D,2013-2014,2
DEMING ,BELL ELEMENTARY,F,2013-2014,1
DEMING ,CHAPARRAL ELEMENTARY,C,2013-2014,3
DEMING ,COLUMBUS ELEMENTARY,B,2013-2014,4
DEMING ,DEMING CESAR CHAVEZ,D,2013-2014,2
DEMING ,DEMING HIGH,B,2013-2014,4
DEMING ,DEMING INTERMEDIATE,F,2013-2014,1
DEMING ,MEMORIAL ELEMENTARY,D,2013-2014,2
DEMING ,MY LITTLE SCHOOL,NA,2013-2014,NA
DEMING ,RED MOUNTAIN MIDDLE,B,2013-2014,4
DEMING ,RUBEN S. TORRES ELEMENTARY,D,2013-2014,2
DEMING ,BATAAN ELEMENTARY,F,2014-2015,1
DEMING ,BELL ELEMENTARY,F,2014-2015,1
DEMING ,CHAPARRAL ELEMENTARY,B,2014-2015,4
DEMING ,COLUMBUS ELEMENTARY,B,2014-2015,4
DEMING ,DEMING CESAR CHAVEZ,C,2014-2015,3
DEMING ,DEMING HIGH,D,2014-2015,2
DEMING ,DEMING INTERMEDIATE,D,2014-2015,2
DEMING ,MEMORIAL ELEMENTARY,D,2014-2015,2
DEMING ,MY LITTLE SCHOOL,NA,2014-2015,NA
DEMING ,RED MOUNTAIN MIDDLE,D,2014-2015,2
DEMING ,RUBEN S. TORRES ELEMENTARY,B,2014-2015,4
DEMING ,BATAAN ELEMENTARY,C,2015-2016,3
DEMING ,BELL ELEMENTARY,D,2015-2016,2
DEMING ,CHAPARRAL ELEMENTARY,C,2015-2016,3
DEMING ,COLUMBUS ELEMENTARY,C,2015-2016,3
DEMING ,DEMING CESAR CHAVEZ,D,2015-2016,2
DEMING ,DEMING HIGH,D,2015-2016,2
DEMING ,DEMING INTERMEDIATE,F,2015-2016,1
DEMING ,MEMORIAL ELEMENTARY,F,2015-2016,1
DEMING ,MY LITTLE SCHOOL,NA,2015-2016,NA
DEMING ,RED MOUNTAIN MIDDLE,D,2015-2016,2
DEMING ,RUBEN S. TORRES ELEMENTARY,C,2015-2016,3
DES MOINES,DES MOINES ELEMENTARY,A,2016-2017,5
DES MOINES,DES MOINES HIGH,B,2016-2017,4
DES MOINES,DES MOINES ELEMENTARY,B,2017-2018,4
DES MOINES,DES MOINES HIGH,A,2017-2018,5
DES MOINES ,DES MOINES ELEMENTARY,B,2012-2013,4
DES MOINES ,DES MOINES HIGH,A,2012-2013,5
DES MOINES ,DES MOINES ELEMENTARY,A,2013-2014,5
DES MOINES ,DES MOINES HIGH,A,2013-2014,5
DES MOINES ,DES MOINES ELEMENTARY,B,2014-2015,4
DES MOINES ,DES MOINES HIGH,A,2014-2015,5
DES MOINES ,DES MOINES ELEMENTARY,B,2015-2016,4
DES MOINES ,DES MOINES HIGH,B,2015-2016,4
DEXTER,DEXTER ELEMENTARY,B,2016-2017,4
DEXTER,DEXTER HIGH,D,2016-2017,2
DEXTER,DEXTER MIDDLE,D,2016-2017,2
DEXTER,DEXTER ELEMENTARY,D,2017-2018,2
DEXTER,DEXTER HIGH,D,2017-2018,2
DEXTER,DEXTER MIDDLE,C,2017-2018,3
DEXTER ,DEXTER ELEMENTARY,C,2012-2013,3
DEXTER ,DEXTER HIGH,A,2012-2013,5
DEXTER ,DEXTER MIDDLE,C,2012-2013,3
DEXTER ,DEXTER ELEMENTARY,B,2013-2014,4
DEXTER ,DEXTER HIGH,B,2013-2014,4
DEXTER ,DEXTER MIDDLE,C,2013-2014,3
DEXTER ,DEXTER ELEMENTARY,B,2014-2015,4
DEXTER ,DEXTER HIGH,C,2014-2015,3
DEXTER ,DEXTER MIDDLE,F,2014-2015,1
DEXTER ,DEXTER ELEMENTARY,D,2015-2016,2
DEXTER ,DEXTER HIGH,D,2015-2016,2
DEXTER ,DEXTER MIDDLE,F,2015-2016,1
DORA,DORA ELEMENTARY,A,2016-2017,5
DORA,DORA HIGH,A,2016-2017,5
DORA,DORA ELEMENTARY,A,2017-2018,5
DORA,DORA HIGH,B,2017-2018,4
DORA ,DORA ELEMENTARY,A,2012-2013,5
DORA ,DORA HIGH,A,2012-2013,5
DORA ,DORA ELEMENTARY,B,2013-2014,4
DORA ,DORA HIGH,A,2013-2014,5
DORA ,DORA ELEMENTARY,A,2014-2015,5
DORA ,DORA HIGH,A,2014-2015,5
DORA ,DORA ELEMENTARY,A,2015-2016,5
DORA ,DORA HIGH,A,2015-2016,5
DREAM DINE,DREAM DINE,B,2014-2015,4
DREAM DINE,DREAM DINE,F,2015-2016,1
DREAM DINE,DREAM DINE,F,2016-2017,1
DREAM DINE,DREAM DINE,D,2017-2018,2
DULCE,DULCE ELEMENTARY,F,2016-2017,1
DULCE,DULCE JUNIOR/SENIOR HIGH SCHOOL,D,2016-2017,2
DULCE,DULCE ELEMENTARY,F,2017-2018,1
DULCE,DULCE HIGH,D,2017-2018,2
DULCE,DULCE MIDDLE,F,2017-2018,1
DULCE ,DULCE ELEMENTARY,F,2012-2013,1
DULCE ,DULCE HIGH,B,2012-2013,4
DULCE ,DULCE MIDDLE,F,2012-2013,1
DULCE ,DULCE ELEMENTARY,F,2013-2014,1
DULCE ,DULCE HIGH,C,2013-2014,3
DULCE ,DULCE MIDDLE,F,2013-2014,1
DULCE ,DULCE ELEMENTARY,F,2014-2015,1
DULCE ,DULCE JUNIOR/SENIOR HIGH SCHOOL,B,2014-2015,4
DULCE ,DULCE ELEMENTARY,F,2015-2016,1
DULCE ,DULCE JUNIOR/SENIOR HIGH SCHOOL,D,2015-2016,2
DZIT DIT LOOL SCHOOL OF EMPOWERMENT ACTION AND PERSEVERANCE,DZIT DIT LOOL SCHOOL OF EMPOWERMENT ACTION AND PERSEVERANCE,C,2015-2016,3
EAST MTN HIGH SCHOOL,EAST MTN HIGH SCHOOL,A,2012-2013,5
EAST MTN HIGH SCHOOL,EAST MTN HIGH SCHOOL,A,2013-2014,5
EAST MTN HIGH SCHOOL,EAST MTN HIGH SCHOOL,A,2014-2015,5
ELIDA,ELIDA ELEMENTARY,B,2016-2017,4
ELIDA,ELIDA HIGH,A,2016-2017,5
ELIDA,ELIDA ELEMENTARY,B,2017-2018,4
ELIDA,ELIDA HIGH,B,2017-2018,4
ELIDA ,ELIDA ELEMENTARY,C,2012-2013,3
ELIDA ,ELIDA HIGH,A,2012-2013,5
ELIDA ,ELIDA ELEMENTARY,A,2013-2014,5
ELIDA ,ELIDA HIGH,A,2013-2014,5
ELIDA ,ELIDA ELEMENTARY,C,2014-2015,3
ELIDA ,ELIDA HIGH,B,2014-2015,4
ELIDA ,ELIDA ELEMENTARY,B,2015-2016,4
ELIDA ,ELIDA HIGH,C,2015-2016,3
ESPANOLA,ABIQUIU ELEMENTARY,C,2016-2017,3
ESPANOLA,ALCALDE ELEMENTARY,F,2016-2017,1
ESPANOLA,CARLOS F. VIGIL MIDDLE,F,2016-2017,1
ESPANOLA,CHIMAYO ELEMENTARY,B,2016-2017,4
ESPANOLA,DIXON ELEMENTARY,C,2016-2017,3
ESPANOLA,ESPANOLA VALLEY HIGH,C,2016-2017,3
ESPANOLA,EUTIMIO SALAZAR ELEMENTARY,D,2016-2017,2
ESPANOLA,HERNANDEZ ELEMENTARY,F,2016-2017,1
ESPANOLA,JAMES RODRIGUEZ ELEMENTARY,C,2016-2017,3
ESPANOLA,LOS NINOS ELEMENTARY,A,2016-2017,5
ESPANOLA,SAN JUAN ELEMENTARY,B,2016-2017,4
ESPANOLA,TONY QUINTANA ELEMENTARY,D,2016-2017,2
ESPANOLA,VELARDE ELEMENTARY,F,2016-2017,1
ESPANOLA,ABIQUIU ELEMENTARY,B,2017-2018,4
ESPANOLA,ALCALDE ELEMENTARY,D,2017-2018,2
ESPANOLA,CARLOS F. VIGIL MIDDLE,F,2017-2018,1
ESPANOLA,CHIMAYO ELEMENTARY,A,2017-2018,5
ESPANOLA,DIXON ELEMENTARY,B,2017-2018,4
ESPANOLA,ESPANOLA VALLEY HIGH,C,2017-2018,3
ESPANOLA,EUTIMIO SALAZAR ELEMENTARY,D,2017-2018,2
ESPANOLA,HERNANDEZ ELEMENTARY,D,2017-2018,2
ESPANOLA,JAMES RODRIGUEZ ELEMENTARY,D,2017-2018,2
ESPANOLA,LOS NINOS ELEMENTARY,B,2017-2018,4
ESPANOLA,SAN JUAN ELEMENTARY,D,2017-2018,2
ESPANOLA,TONY QUINTANA ELEMENTARY,F,2017-2018,1
ESPANOLA,VELARDE ELEMENTARY,D,2017-2018,2
ESPANOLA ,ABIQUIU ELEMENTARY,D,2012-2013,2
ESPANOLA ,ALCALDE ELEMENTARY,D,2012-2013,2
ESPANOLA ,CARINOS DE LOS NINOS,D,2012-2013,2
ESPANOLA ,CARLOS F. VIGIL MIDDLE,D,2012-2013,2
ESPANOLA ,CHIMAYO ELEMENTARY,C,2012-2013,3
ESPANOLA ,DIXON ELEMENTARY,B,2012-2013,4
ESPANOLA ,ESPANOLA VALLEY HIGH,C,2012-2013,3
ESPANOLA ,EUTIMIO SALAZAR ELEMENTARY,D,2012-2013,2
ESPANOLA ,HERNANDEZ ELEMENTARY,F,2012-2013,1
ESPANOLA ,JAMES RODRIGUEZ ELEMENTARY,B,2012-2013,4
ESPANOLA ,LOS NINOS ELEMENTARY,C,2012-2013,3
ESPANOLA ,MOUNTAIN VIEW ELEMENTARY,C,2012-2013,3
ESPANOLA ,SAN JUAN ELEMENTARY,B,2012-2013,4
ESPANOLA ,TONY QUINTANA ELEMENTARY,D,2012-2013,2
ESPANOLA ,VELARDE ELEMENTARY,C,2012-2013,3
ESPANOLA ,ABIQUIU ELEMENTARY,B,2013-2014,4
ESPANOLA ,ALCALDE ELEMENTARY,A,2013-2014,5
ESPANOLA ,CARINOS DE LOS NINOS,D,2013-2014,2
ESPANOLA ,CARLOS F. VIGIL MIDDLE,D,2013-2014,2
ESPANOLA ,CHIMAYO ELEMENTARY,D,2013-2014,2
ESPANOLA ,DIXON ELEMENTARY,B,2013-2014,4
ESPANOLA ,ESPANOLA VALLEY HIGH,C,2013-2014,3
ESPANOLA ,EUTIMIO SALAZAR ELEMENTARY,B,2013-2014,4
ESPANOLA ,HERNANDEZ ELEMENTARY,B,2013-2014,4
ESPANOLA ,JAMES RODRIGUEZ ELEMENTARY,B,2013-2014,4
ESPANOLA ,LOS NINOS ELEMENTARY,C,2013-2014,3
ESPANOLA ,MOUNTAIN VIEW ELEMENTARY,F,2013-2014,1
ESPANOLA ,SAN JUAN ELEMENTARY,B,2013-2014,4
ESPANOLA ,TONY QUINTANA ELEMENTARY,D,2013-2014,2
ESPANOLA ,VELARDE ELEMENTARY,D,2013-2014,2
ESPANOLA ,ABIQUIU ELEMENTARY,A,2014-2015,5
ESPANOLA ,ALCALDE ELEMENTARY,F,2014-2015,1
ESPANOLA ,CARINOS DE LOS NINOS,C,2014-2015,3
ESPANOLA ,CARLOS F. VIGIL MIDDLE,F,2014-2015,1
ESPANOLA ,CHIMAYO ELEMENTARY,C,2014-2015,3
ESPANOLA ,DIXON ELEMENTARY,C,2014-2015,3
ESPANOLA ,ESPANOLA VALLEY HIGH,D,2014-2015,2
ESPANOLA ,EUTIMIO SALAZAR ELEMENTARY,F,2014-2015,1
ESPANOLA ,HERNANDEZ ELEMENTARY,C,2014-2015,3
ESPANOLA ,JAMES RODRIGUEZ ELEMENTARY,D,2014-2015,2
ESPANOLA ,LOS NINOS ELEMENTARY,C,2014-2015,3
ESPANOLA ,MOUNTAIN VIEW ELEMENTARY,NA,2014-2015,NA
ESPANOLA ,SAN JUAN ELEMENTARY,F,2014-2015,1
ESPANOLA ,TONY QUINTANA ELEMENTARY,F,2014-2015,1
ESPANOLA ,VELARDE ELEMENTARY,D,2014-2015,2
ESPANOLA ,ABIQUIU ELEMENTARY,A,2015-2016,5
ESPANOLA ,ALCALDE ELEMENTARY,C,2015-2016,3
ESPANOLA ,CARINOS DE LOS NINOS,F,2015-2016,1
ESPANOLA ,CARLOS F. VIGIL MIDDLE,F,2015-2016,1
ESPANOLA ,CHIMAYO ELEMENTARY,D,2015-2016,2
ESPANOLA ,DIXON ELEMENTARY,B,2015-2016,4
ESPANOLA ,ESPANOLA VALLEY HIGH,D,2015-2016,2
ESPANOLA ,EUTIMIO SALAZAR ELEMENTARY,B,2015-2016,4
ESPANOLA ,HERNANDEZ ELEMENTARY,F,2015-2016,1
ESPANOLA ,JAMES RODRIGUEZ ELEMENTARY,B,2015-2016,4
ESPANOLA ,LOS NINOS ELEMENTARY,A,2015-2016,5
ESPANOLA ,SAN JUAN ELEMENTARY,B,2015-2016,4
ESPANOLA ,TONY QUINTANA ELEMENTARY,F,2015-2016,1
ESPANOLA ,VELARDE ELEMENTARY,D,2015-2016,2
ESTANCIA,ESTANCIA HIGH,C,2016-2017,3
ESTANCIA,ESTANCIA MIDDLE,A,2016-2017,5
ESTANCIA,LOWER ELEMENTARY,B,2016-2017,4
ESTANCIA,UPPER ELEMENTARY,C,2016-2017,3
ESTANCIA,VANSTONE ELEMENTARY,B,2016-2017,4
ESTANCIA,ESTANCIA HIGH,C,2017-2018,3
ESTANCIA,ESTANCIA MIDDLE,C,2017-2018,3
ESTANCIA,LOWER ELEMENTARY,B,2017-2018,4
ESTANCIA,UPPER ELEMENTARY,B,2017-2018,4
ESTANCIA,VANSTONE ELEMENTARY,B,2017-2018,4
ESTANCIA ,ESTANCIA HIGH,A,2012-2013,5
ESTANCIA ,ESTANCIA MIDDLE,C,2012-2013,3
ESTANCIA ,ESTANCIA VALLEY LEARNING,C,2012-2013,3
ESTANCIA ,LOWER ELEMENTARY,C,2012-2013,3
ESTANCIA ,UPPER ELEMENTARY,D,2012-2013,2
ESTANCIA ,VAN STONE ELEMENTARY,D,2012-2013,2
ESTANCIA ,ESTANCIA HIGH,A,2013-2014,5
ESTANCIA ,ESTANCIA MIDDLE,D,2013-2014,2
ESTANCIA ,ESTANCIA VALLEY LEARNING,C,2013-2014,3
ESTANCIA ,LOWER ELEMENTARY,D,2013-2014,2
ESTANCIA ,UPPER ELEMENTARY,F,2013-2014,1
ESTANCIA ,VAN STONE ELEMENTARY,F,2013-2014,1
ESTANCIA ,ESTANCIA HIGH,B,2014-2015,4
ESTANCIA ,ESTANCIA MIDDLE,B,2014-2015,4
ESTANCIA ,ESTANCIA VALLEY LEARNING,C,2014-2015,3
ESTANCIA ,LOWER ELEMENTARY,C,2014-2015,3
ESTANCIA ,UPPER ELEMENTARY,C,2014-2015,3
ESTANCIA ,VANSTONE ELEMENTARY,A,2014-2015,5
ESTANCIA ,ESTANCIA HIGH,C,2015-2016,3
